timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
27-08-2014 14:03,28,male,'United States',MN,No,No,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,'Don\'t know','Don\'t know','Very easy',Maybe,No,'Some of them','Some of them',No,No,Yes,No
27-08-2014 14:03,23,male,'United States',PA,No,Yes,No,Sometimes,100-500,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,No,No
27-08-2014 14:03,22,male,Australia,Prefer not to say,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,'Don\'t know','Not sure',Yes,Yes,'Don\'t know','Somewhat easy',Maybe,No,'Some of them',Yes,No,Yes,No,Yes
27-08-2014 14:06,27,male,Portugal,Prefer not to say,No,No,No,Never,Jun-25,No,Yes,No,No,No,No,Yes,'Don\'t know',Yes,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:10,18,male,'United States',TX,No,No,Yes,Sometimes,Jun-25,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Yes,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:10,35,male,'United States',NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,'Somewhat difficult',Yes,No,No,'Some of them',No,Maybe,'Don\'t know',No
27-08-2014 14:10,25,male,Canada,Prefer not to say,No,No,No,Prefer not to say,100-500,No,No,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',No,No,'Some of them','Some of them',No,Yes,No,No
27-08-2014 14:11,27,male,'United Kingdom',Prefer not to say,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,Yes,'Somewhat easy',Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No
27-08-2014 14:11,26,female,'United States',WA,No,Yes,Yes,Rarely,'More than 1000',No,Yes,Yes,'Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:11,18,male,'United States',WA,No,No,No,Never,26-100,No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Very easy',No,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 14:13,38,female,'United States',TX,No,No,Yes,Sometimes,01-May,No,Yes,No,Yes,No,No,'Don\'t know','Don\'t know',No,Maybe,'Some of them',No,No,No,'Don\'t know',Yes
27-08-2014 14:13,26,female,'United States',TX,No,Yes,Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know','Somewhat easy',Maybe,No,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 14:13,30,male,Switzerland,Prefer not to say,Yes,No,No,Never,01-May,No,Yes,No,No,No,No,No,'Somewhat easy',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 14:14,35,male,'United States',CA,No,No,No,Never,'More than 1000',No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Yes,Maybe,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:15,45,male,'United States',NY,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,'Don\'t know','Don\'t know',Yes,'Don\'t know',Maybe,No,'Some of them','Some of them',No,Maybe,'Don\'t know',No
27-08-2014 14:15,32,male,'United States',CA,No,No,No,Never,'More than 1000',No,Yes,Yes,No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:15,56,male,'United States',Prefer not to say,No,No,Yes,Never,'More than 1000',No,Yes,Yes,'Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',No,Maybe,Yes,'Some of them',No,Maybe,'Don\'t know',No
27-08-2014 14:16,24,female,'United States',CA,No,No,No,Prefer not to say,500-1000,No,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,'Some of them',No,No,Maybe,No,No
27-08-2014 14:18,30,female,'United States',SC,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know','Very easy',No,No,Yes,Yes,No,Yes,Yes,No
27-08-2014 14:18,60,male,'United States',CA,No,No,No,Prefer not to say,'More than 1000',No,Yes,Yes,No,'Don\'t know',Yes,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 14:18,33,male,'United States',CA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,No,Yes,Yes,'Don\'t know','Don\'t know',Yes,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:19,37,male,'United States',NY,No,No,No,Never,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 14:19,23,female,'United States',NY,No,No,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know',No,No,'Some of them','Some of them',No,No,Yes,No
27-08-2014 14:20,31,female,'United States',CA,No,No,Yes,Sometimes,'More than 1000',No,Yes,Yes,'Not sure','Don\'t know','Don\'t know',Yes,'Somewhat easy',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 14:20,26,male,'United States',MA,No,No,No,Rarely,100-500,No,Yes,Yes,'Not sure',No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,Maybe,'Don\'t know',No
27-08-2014 14:21,28,female,'United States',WA,No,Yes,Yes,Often,100-500,Yes,No,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 14:21,37,female,'United States',CA,No,No,Yes,Rarely,'More than 1000',No,Yes,Yes,Yes,'Don\'t know',Yes,'Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 14:22,26,male,Canada,Prefer not to say,No,Yes,Yes,Often,Jun-25,No,Yes,Yes,No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',Maybe,Maybe,Yes,No
27-08-2014 14:22,30,other,'United States',IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,'Not sure',No,No,'Don\'t know','Somewhat easy',Maybe,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 14:22,26,male,'United States',IN,No,No,No,Prefer not to say,26-100,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',No,No,'Some of them','Some of them',No,No,'Don\'t know',Yes
27-08-2014 14:22,25,male,'United States',OR,No,No,No,Prefer not to say,26-100,Yes,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 14:23,27,male,'United States',TN,No,No,No,Sometimes,100-500,No,Yes,Yes,'Not sure',Yes,Yes,'Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,Maybe,'Don\'t know',No
27-08-2014 14:23,25,male,Canada,Prefer not to say,No,No,Yes,Often,Jun-25,Yes,No,'Don\'t know',No,No,'Don\'t know','Don\'t know','Somewhat difficult',Yes,Maybe,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:24,35,male,'United States',OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,'Not sure','Don\'t know',Yes,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 14:25,36,male,'United States',WA,Yes,No,Yes,Never,01-May,No,Yes,No,Yes,No,No,'Don\'t know','Somewhat easy',Maybe,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 14:25,26,male,'United States',CA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,'Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Yes,No,No,No,No,No,No,No
27-08-2014 14:26,27,male,'United States',CA,No,Yes,No,Prefer not to say,'More than 1000',No,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Very easy',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 14:27,30,male,'United States',VT,No,No,No,Prefer not to say,Jun-25,No,No,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:27,29,male,'United States',NY,No,No,No,Prefer not to say,100-500,No,No,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:27,25,male,'United States',UT,No,No,No,Never,'More than 1000',No,No,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 14:27,22,female,'United States',NY,No,Yes,Yes,Often,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,No,No,'Some of them',No,No,Yes,Yes
27-08-2014 14:28,29,male,Latvia,NY,No,No,No,Prefer not to say,26-100,No,Yes,No,Yes,No,No,'Don\'t know','Somewhat easy',Maybe,Maybe,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:28,41,male,'United States',SD,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,'Don\'t know',Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 14:28,29,male,'United States',CA,No,No,Yes,Sometimes,'More than 1000',No,Yes,Yes,No,No,'Don\'t know','Don\'t know','Don\'t know',Yes,No,'Some of them','Some of them',No,Maybe,No,No
27-08-2014 14:28,32,male,'United States',OR,No,No,No,Never,500-1000,No,Yes,Yes,'Not sure','Don\'t know',Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 14:28,24,female,'United States',CA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,No,Yes,Yes,'Don\'t know',Maybe,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 14:29,25,male,'United States',CA,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,No,'Don\'t know',No,'Don\'t know','Don\'t know',Maybe,No,No,No,No,No,'Don\'t know',No
27-08-2014 14:30,25,male,'United States',CA,No,No,No,Prefer not to say,'More than 1000',No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:31,30,female,'United States',CO,No,No,No,Never,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,No,'Some of them',No,No,'Don\'t know',No
27-08-2014 14:31,25,male,'United States',CA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,'Don\'t know','Not sure','Don\'t know',Yes,'Don\'t know','Don\'t know',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 14:31,30,male,'United States',OH,Yes,No,No,Never,01-May,Yes,Yes,No,Yes,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,Maybe,'Don\'t know',No
27-08-2014 14:32,33,male,Germany,Prefer not to say,Yes,Yes,Yes,Rarely,01-May,No,No,No,No,No,No,'Don\'t know','Somewhat difficult',Yes,Yes,No,No,Maybe,No,Yes,Yes
27-08-2014 14:32,24,male,'United States',WA,No,No,No,Prefer not to say,26-100,No,Yes,Yes,'Not sure',Yes,Yes,Yes,'Very easy',No,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 14:33,25,male,Canada,Prefer not to say,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,No,'Don\'t know','Don\'t know','Don\'t know',Yes,Maybe,'Some of them',No,No,No,No,No
27-08-2014 14:34,31,male,'United States',OH,No,No,No,Prefer not to say,100-500,No,No,'Don\'t know',No,No,No,Yes,'Somewhat easy',Maybe,No,No,No,No,Yes,No,No
27-08-2014 14:37,45,male,Ireland,Prefer not to say,Yes,No,Yes,Often,01-May,No,Yes,No,No,No,No,'Don\'t know','Very difficult',No,No,No,No,No,No,'Don\'t know',No
27-08-2014 14:37,29,male,Romania,Prefer not to say,No,No,No,Prefer not to say,Jun-25,Yes,No,No,Yes,No,No,'Don\'t know','Don\'t know',Maybe,Maybe,'Some of them','Some of them',Maybe,Maybe,No,No
27-08-2014 14:37,46,male,'United States',WA,No,No,No,Never,26-100,No,Yes,Yes,'Not sure',Yes,'Don\'t know','Don\'t know','Very easy',No,No,'Some of them','Some of them',Maybe,Maybe,'Don\'t know',No
27-08-2014 14:38,30,male,'United Kingdom',Prefer not to say,No,No,Yes,Sometimes,26-100,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Yes,Maybe,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:38,29,female,'United States',CA,Yes,No,No,Sometimes,'More than 1000',No,Yes,Yes,'Not sure','Don\'t know',No,'Don\'t know','Very easy',Maybe,Maybe,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:38,24,male,'United States',MA,No,No,No,Prefer not to say,'More than 1000',No,Yes,Yes,Yes,'Don\'t know','Don\'t know',Yes,'Don\'t know',Yes,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 14:38,29,male,'United States',WA,No,No,No,Prefer not to say,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 14:38,35,male,'United States',MI,No,No,No,Prefer not to say,26-100,No,No,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',No,No,Yes,Yes,No,No,No,No
27-08-2014 14:39,33,female,'United States',WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,'Don\'t know','Very difficult',Yes,Maybe,'Some of them','Some of them',No,Maybe,No,No
27-08-2014 14:39,27,male,'United States',CA,No,No,No,Sometimes,'More than 1000',No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Very easy',Yes,No,No,No,No,Maybe,No,No
27-08-2014 14:41,36,male,'United States',IA,No,No,No,Prefer not to say,'More than 1000',No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:41,33,male,'United Kingdom',Prefer not to say,No,No,No,Rarely,01-May,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',Yes,Maybe,No,No,No,Maybe,No,No
27-08-2014 14:44,25,female,'United States',WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,'Don\'t know',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 14:45,23,male,'United States',AL,No,Yes,Yes,Sometimes,100-500,No,No,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',No,No,Yes,Yes,Maybe,Yes,'Don\'t know',No
27-08-2014 14:45,54,male,'United States',CA,No,Yes,Yes,Never,'More than 1000',No,Yes,'Don\'t know',No,Yes,Yes,'Don\'t know','Don\'t know',No,No,No,Yes,No,No,'Don\'t know',No
27-08-2014 14:47,22,male,'United States',CA,No,No,No,Sometimes,'More than 1000',No,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 14:47,25,other,'United States',CA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,Yes,No
27-08-2014 14:49,29,male,Belgium,Prefer not to say,No,No,No,Often,Jun-25,No,No,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',Maybe,No,Yes,Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 14:49,27,male,'United States',MA,No,No,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,Yes,'Don\'t know',No,No,No,No,No,Yes,Yes,No
27-08-2014 14:51,30,male,'United Kingdom',Prefer not to say,No,No,No,Never,Jun-25,No,Yes,No,No,No,'Don\'t know','Don\'t know','Very easy',No,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 14:52,26,male,'United States',CA,No,Yes,Yes,Often,'More than 1000',No,Yes,Yes,'Not sure','Don\'t know',Yes,'Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 14:52,25,female,Sweden,Prefer not to say,No,Yes,No,Sometimes,Jun-25,No,Yes,Yes,Yes,Yes,No,'Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,No,No,No
27-08-2014 14:53,31,male,'United States',CA,No,No,Yes,Sometimes,500-1000,No,No,No,Yes,No,'Don\'t know',Yes,'Don\'t know',No,No,'Some of them',No,No,No,No,No
27-08-2014 14:54,33,male,'United States',IN,No,Yes,Yes,Sometimes,26-100,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 14:54,34,male,'United States',WA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,Yes,Yes,'Don\'t know',Yes,Yes,'Don\'t know',Maybe,Maybe,No,No,No,No,'Don\'t know',No
27-08-2014 14:57,34,male,'United States',WA,No,No,Yes,Sometimes,100-500,Yes,Yes,No,No,No,No,'Don\'t know','Somewhat easy',Yes,Yes,'Some of them','Some of them',No,Maybe,'Don\'t know',No
27-08-2014 14:58,29,male,'United States',IN,Yes,No,No,Prefer not to say,01-May,Yes,Yes,No,Yes,No,No,Yes,'Very easy',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 14:59,33,female,'United States',WA,No,No,No,Prefer not to say,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Somewhat difficult',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 15:03,34,male,Germany,Prefer not to say,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,'Don\'t know','Don\'t know','Somewhat difficult',No,No,Yes,Yes,No,Maybe,Yes,No
27-08-2014 15:04,26,male,'United States',OK,Yes,Yes,Yes,Rarely,100-500,Yes,No,No,No,No,'Don\'t know',No,'Don\'t know',Maybe,No,'Some of them',Yes,No,Yes,No,No
27-08-2014 15:05,32,male,'United States',MI,No,Yes,Yes,Rarely,'More than 1000',No,No,Yes,Yes,Yes,Yes,Yes,'Don\'t know',No,No,'Some of them',Yes,No,Yes,Yes,No
27-08-2014 15:09,28,male,'United States',GA,No,Yes,Yes,Sometimes,'More than 1000',No,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Somewhat difficult',Maybe,Maybe,No,No,No,No,No,No
27-08-2014 15:11,35,male,'United States',CA,No,Yes,No,Prefer not to say,'More than 1000',No,Yes,Yes,No,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 15:13,36,male,'United States',Prefer not to say,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Yes,'Very easy',No,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 15:14,21,male,'United States',IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,'Don\'t know',Yes,'Don\'t know',No,No,Yes,Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 15:15,21,male,'United Kingdom',Prefer not to say,No,No,Yes,Sometimes,Jun-25,No,No,'Don\'t know','Not sure',No,No,No,'Very easy',Yes,No,'Some of them',No,No,Maybe,No,No
27-08-2014 15:15,22,female,'United States',WA,No,No,No,Prefer not to say,'More than 1000',No,Yes,Yes,No,Yes,Yes,Yes,'Somewhat easy',No,No,No,'Some of them',No,No,Yes,No
27-08-2014 15:20,41,male,'United States',WA,No,Yes,Yes,Often,'More than 1000',No,Yes,Yes,No,Yes,Yes,'Don\'t know','Somewhat difficult',Maybe,No,Yes,'Some of them',No,Maybe,No,Yes
27-08-2014 15:21,55,male,'United States',PA,No,Yes,Yes,Rarely,'More than 1000',No,Yes,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 15:22,32,female,'United States',WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 15:22,21,female,'United States',CA,No,Yes,Yes,Rarely,26-100,No,Yes,'Don\'t know','Not sure','Don\'t know',No,'Don\'t know','Somewhat easy',Yes,No,'Some of them',No,No,Yes,'Don\'t know',No
27-08-2014 15:22,45,male,'United States',MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,No,'Some of them',No,Maybe,'Don\'t know',No
27-08-2014 15:22,27,female,'United States',WA,No,No,Yes,Rarely,'More than 1000',No,Yes,Yes,Yes,No,No,Yes,'Don\'t know',Yes,Maybe,No,No,No,No,No,No
27-08-2014 15:22,25,female,'United States',WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 15:22,34,female,'United States',NY,No,Yes,Yes,Rarely,'More than 1000',No,No,Yes,Yes,Yes,Yes,Yes,'Very difficult',Maybe,Maybe,'Some of them','Some of them',No,No,Yes,No
27-08-2014 15:23,26,female,'United States',CA,No,Yes,Yes,Never,'More than 1000',No,Yes,Yes,Yes,No,Yes,Yes,'Don\'t know',Maybe,No,No,No,No,No,'Don\'t know',No
27-08-2014 15:23,41,male,Canada,Prefer not to say,No,No,Yes,Never,500-1000,No,Yes,Yes,'Not sure',No,'Don\'t know','Don\'t know','Somewhat easy',No,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 15:23,27,male,'United States',CA,No,No,Yes,Rarely,'More than 1000',No,Yes,Yes,No,Yes,Yes,Yes,'Don\'t know',No,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 15:23,31,other,'United States',IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,'Don\'t know','Don\'t know',No,No,Yes,Yes,No,No,'Don\'t know',No
27-08-2014 15:23,25,male,Germany,Prefer not to say,No,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,'Somewhat easy',No,No,Yes,Yes,No,Yes,No,No
27-08-2014 15:23,26,male,'United States',NV,No,No,Yes,Sometimes,Jun-25,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',Yes,Yes,'Some of them',No,No,No,No,No
27-08-2014 15:23,27,female,'United States',CO,No,Yes,Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,No,Yes,No,No,'Don\'t know',No
27-08-2014 15:23,42,male,'New Zealand',Prefer not to say,No,No,No,Never,500-1000,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 15:24,29,other,'United States',CA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,Yes,Yes,No,No,'Don\'t know','Very difficult',Yes,No,'Some of them',No,No,Maybe,No,No
27-08-2014 15:24,25,female,'United States',CA,No,No,Yes,Sometimes,Jun-25,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Somewhat difficult',Yes,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 15:24,33,female,Sweden,Prefer not to say,No,Yes,Yes,Rarely,'More than 1000',No,Yes,Yes,Yes,No,Yes,Yes,'Don\'t know',Maybe,No,'Some of them',No,No,Yes,'Don\'t know',No
27-08-2014 15:24,40,female,'United States',PA,No,Yes,Yes,Rarely,'More than 1000',No,No,Yes,No,'Don\'t know','Don\'t know','Don\'t know','Somewhat easy',Maybe,Maybe,No,No,No,No,'Don\'t know',No
27-08-2014 15:24,31,male,'United States',SC,No,No,No,Never,'More than 1000',No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Somewhat easy',Yes,No,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 15:24,26,male,Canada,Prefer not to say,No,Yes,Yes,Often,26-100,Yes,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Very easy',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 15:24,24,female,'United States',TX,No,Yes,No,Prefer not to say,500-1000,No,No,No,No,No,No,No,'Very difficult',Yes,Maybe,No,No,No,Maybe,No,Yes
27-08-2014 15:25,29,male,'United States',TX,No,No,No,Never,'More than 1000',No,No,Yes,'Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 15:25,48,male,'United Kingdom',Prefer not to say,No,No,No,Prefer not to say,26-100,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',Maybe,Maybe,No,No,No,No,No,No
27-08-2014 15:25,35,male,'United Kingdom',Prefer not to say,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Very difficult',Maybe,Maybe,'Some of them',Yes,No,Maybe,No,Yes
27-08-2014 15:25,32,female,'United States',AL,No,No,No,Never,100-500,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',Maybe,No,No,'Some of them',No,Maybe,'Don\'t know',No
27-08-2014 15:25,29,male,Canada,Prefer not to say,No,No,Yes,Sometimes,100-500,No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know',Yes,'Somewhat easy',Maybe,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 15:26,26,male,'United States',OR,No,Yes,Yes,Often,Jun-25,No,Yes,Yes,Yes,No,No,'Don\'t know','Somewhat difficult',Maybe,No,'Some of them',Yes,No,No,No,No
27-08-2014 15:26,28,male,'United States',NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,No,No
27-08-2014 15:26,23,male,'United States',CA,No,No,No,Prefer not to say,'More than 1000',No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,Maybe,No,No
27-08-2014 15:26,35,male,'United States',CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,'Don\'t know','Very difficult',Maybe,Maybe,'Some of them','Some of them',No,Maybe,No,Yes
27-08-2014 15:27,29,male,Germany,Prefer not to say,No,Yes,Yes,Sometimes,26-100,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Very easy',Maybe,No,'Some of them','Some of them',Maybe,Maybe,'Don\'t know',No
27-08-2014 15:27,26,male,'United States',CA,No,Yes,No,Prefer not to say,Jun-25,No,Yes,Yes,Yes,No,Yes,Yes,'Very easy',No,No,'Some of them',Yes,Maybe,Maybe,No,No
27-08-2014 15:27,33,male,'United States',NH,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know',Yes,Maybe,Yes,'Some of them',No,No,Yes,No
27-08-2014 15:27,33,male,'United States',CA,No,No,No,Prefer not to say,'More than 1000',Yes,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Yes,No,'Some of them',No,No,Maybe,Yes,No
27-08-2014 15:28,22,male,Brazil,Prefer not to say,Yes,No,No,Never,Jun-25,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Somewhat easy',No,No,Yes,Yes,Maybe,No,'Don\'t know',No
